s_date,time,receipt_no,member_code,member_type,product_code,unit,quan,price,netextvat,nettotal,r_vatamt,unitcost,totalcost
08 10 2020,09:19:54,69486,10520,2,8.86E+12,PK,2,500,1000,1000,0,383.997,767.99
08 10 2020,09:21:30,69487,10579,2,3.01E+12,KG,10,125,1250,1250,0,95,950
08 10 2020,09:22:48,69488,10581,2,8.86E+12,PK,15,48,720,720,0,29,435
08 10 2020,09:22:55,69488,10581,2,8.86E+12,PK,5,130,650,650,0,92,460
08 10 2020,09:23:57,69489,10619,2,8.86E+12,KG,4,130,520,520,0,106,424
08 10 2020,09:23:58,69489,10619,2,8.86E+12,PK,1,125,125,125,0,98,98
08 10 2020,09:24:07,69489,10619,2,8.86E+12,PK,2,70,140,140,0,45.1729,90.35
08 10 2020,09:24:15,69489,10619,2,8.86E+12,PK,1,90,90,90,0,69,69
08 10 2020,09:31:06,69490,10637,1,8.86E+12,PK,5,150,750,750,0,104,520
08 10 2020,09:31:13,69490,10637,1,8.86E+12,PK,1,135,135,135,0,92,92
08 10 2020,09:33:05,69491,,,8.86E+12,PK,1,104,104,104,0,79.5,79.5
08 10 2020,09:42:57,69492,,,8.86E+12,KG,1,140,130.84,140,9.16,117,117
08 10 2020,09:43:00,69492,,,8.86E+12,KG,1,140,130.84,140,9.16,117,117
08 10 2020,09:44:07,69493,,,8.86E+12,PK,2,101,202,202,0,79.4928,158.99
08 10 2020,09:44:14,69493,,,8.86E+12,PK,1,125,125,125,0,98,98
08 10 2020,09:59:31,69494,,,8.86E+12,PK,1,104,104,104,0,79.5,79.5
08 10 2020,09:59:34,69494,,,8.86E+12,KG,1,130,121.5,130,8.5,96.26,96.26
08 10 2020,10:01:24,69495,10584,2,8.86E+12,PK,3,130,390,390,0,90.1235,270.37
08 10 2020,10:01:33,69495,10584,2,8.86E+12,PK,1,18,18,18,0,9.5,9.5
08 10 2020,10:01:59,69495,10584,2,8.86E+12,PK,13.18,68,896.25,896.25,0,55,724.9
08 10 2020,10:04:59,69496,10573,2,8.86E+12,PK,11.25,130,1462.5,1462.5,0,102,1147.5
08 10 2020,10:05:02,69496,10573,2,8.86E+12,PK,5,115,575,575,0,92,460
08 10 2020,10:06:12,69497,,,8.86E+12,PK,1,104,104,104,0,79.5,79.5
08 10 2020,10:09:38,69498,10591,2,8.86E+12,PK,20,15,300,300,0,7.0967,141.93
08 10 2020,10:09:38,69498,10591,2,8.86E+12,PK,2,70,140,140,0,53.94,107.88
08 10 2020,10:10:39,69499,10504,2,8.86E+12,PK,5,50,250,250,0,30,150
08 10 2020,10:10:43,69499,10504,2,8.86E+12,PK,1,470,470,470,0,383.9987,384
08 10 2020,10:10:57,69499,10504,2,8.86E+12,PK,5,150,750,750,0,104,520
08 10 2020,10:11:56,69500,,,8.86E+12,KG,1,140,130.84,140,9.16,117,117
08 10 2020,10:11:57,69500,,,8.86E+12,KG,1,130,121.5,130,8.5,117,117
08 10 2020,10:11:59,69500,,,8.86E+12,PK,1,370,370,370,0,275,275
08 10 2020,10:14:07,69501,10670,2,8.86E+12,KG,4,130,520,520,0,106,424
08 10 2020,10:14:10,69501,10670,2,8.86E+12,PK,4,120,480,480,0,98,392
08 10 2020,10:14:19,69501,10670,2,8.85E+12,PK,4,75,280.37,300,19.63,51.2387,204.95
08 10 2020,10:14:49,69501,10670,2,8.86E+12,PK,4.02,130,522.5,522.5,0,88,353.76
08 10 2020,10:16:48,69502,10680,2,8.86E+12,PK,5,150,750,750,0,104,520
08 10 2020,10:16:51,69502,10680,2,8.86E+12,PK,5,120,600,600,0,98,490
08 10 2020,10:16:57,69502,10680,2,8.86E+12,PK,5,150,750,750,0,106,530
08 10 2020,10:18:20,69503,10589,2,8.86E+12,PK,5,50,250,250,0,30,150
08 10 2020,10:18:24,69503,10589,2,8.86E+12,PK,1.66,140,232.5,232.5,0,102,169.32
08 10 2020,10:18:31,69503,10589,2,8.86E+12,PK,6,120,720,720,0,98,588
08 10 2020,10:20:27,69504,10623,2,8.86E+12,PK,6,120,720,720,0,98,588
08 10 2020,10:21:15,69505,10669,2,5.99E+12,ตัว,20,72,1345.79,1440,94.21,61,1220
08 10 2020,10:22:15,69506,10587,2,8.86E+12,KG,3,130,390,390,0,106,318
08 10 2020,10:22:15,69506,10587,2,8.86E+12,PK,3,95,285,285,0,79.5,238.5
08 10 2020,10:23:37,69507,10519,2,8.86E+12,PK,5,150,750,750,0,104,520
08 10 2020,10:25:04,69508,10590,2,8.86E+12,PK,20,50,1000,1000,0,30,600
08 10 2020,10:25:10,69508,10590,2,8.86E+12,PK,4,120,480,480,0,98,392
08 10 2020,10:25:18,69508,10590,2,8.86E+12,ก้อน,10,4,40,40,0,2.08,20.8
08 10 2020,10:25:23,69508,10590,2,8.86E+12,PK,2,90,180,180,0,69,138
08 10 2020,10:25:31,69508,10590,2,8.86E+12,PK,3,75,225,225,0,43.0659,129.2
08 10 2020,10:25:34,69508,10590,2,8.86E+12,PK,2,130,260,260,0,90.1235,180.25
08 10 2020,10:25:45,69508,10590,2,1.83E+12,KG,4.85,90,436.5,436.5,0,81.6142,395.83
08 10 2020,10:27:26,69509,,,8.86E+12,PK,2,125,250,250,0,98,196
08 10 2020,10:27:29,69509,,,8.86E+12,KG,2,135,270,270,0,106,212
08 10 2020,10:27:31,69509,,,8.86E+12,PK,2,95,190,190,0,69,138
08 10 2020,10:27:37,69509,,,8.86E+12,PK,2,55,110,110,0,35,70
08 10 2020,10:28:28,69510,10660,2,8.86E+12,PK,10,50,500,500,0,30,300
08 10 2020,10:28:29,69510,10660,2,8.86E+12,PK,1,89,89,89,0,79.5,79.5
08 10 2020,10:29:22,69511,10575,2,8.86E+12,PK,3,68,204,204,0,53.94,161.82
08 10 2020,10:29:25,69511,10575,2,8.86E+12,PK,1,68,68,68,0,47.5024,47.5
08 10 2020,10:29:59,69511,10575,2,8.85E+12,PK,1,135,126.17,135,8.83,102.1,102.1
08 10 2020,10:30:03,69511,10575,2,8.85E+12,PK,1,135,126.17,135,8.83,91.8902,91.89
08 10 2020,10:30:06,69511,10575,2,8.85E+12,PK,1,120,112.15,120,7.85,83.4607,83.46
08 10 2020,10:30:13,69511,10575,2,8.86E+12,KG,1,130,121.49,130,8.51,96.26,96.26
08 10 2020,10:30:20,69511,10575,2,8.86E+12,PK,6,44,264,264,0,28.6899,172.14
08 10 2020,10:33:04,69512,10550,2,8.86E+12,PK,24.61,68,1673.5,1673.5,0,55,1353.55
08 10 2020,10:33:10,69512,10550,2,8.86E+12,PK,5,25,125,125,0,14,70
08 10 2020,10:34:23,69513,10505,2,8.86E+12,PK,70,50,3500,3500,0,30,2100
08 10 2020,10:34:25,69513,10505,2,8.86E+12,PK,45,110,4950,4950,0,92,4140
08 10 2020,10:34:31,69513,10505,2,8.86E+12,PK,2,440,880,880,0,383.9992,768
08 10 2020,10:35:26,69514,,,8.86E+12,KG,6,170,1020,1020,0,109,654
08 10 2020,10:35:33,69514,,,8.86E+12,PK,5,125,625,625,0,85.0652,425.33
08 10 2020,10:35:47,69514,,,8.86E+12,PK,2,175,327.1,350,22.9,128.97,257.94
08 10 2020,10:37:11,69515,10573,2,8.86E+12,PK,3.5,130,455,455,0,102,357
08 10 2020,10:38:03,69516,,,8.86E+12,PK,1,150,150,150,0,106,106
08 10 2020,10:38:06,69516,,,1.71E+12,PK,1,115,107.48,115,7.52,77.57,77.57
08 10 2020,10:38:51,69517,10654,2,8.86E+12,PK,10.04,135,1355.5,1355.5,0,102.0094,1024.17
08 10 2020,10:39:47,69517,10654,2,8.86E+12,PK,5.99,175,1048.25,1048.25,0,132,790.68
08 10 2020,10:40:39,69518,10665,2,8.86E+12,PK,10,50,500,500,0,30,300
08 10 2020,10:43:01,69519,10650,2,3.01E+12,KG,20,120,2400,2400,0,95,1900
08 10 2020,10:43:12,69519,10650,2,8.86E+12,PK,10,45,450,450,0,35,350
08 10 2020,10:44:22,69520,,,8.86E+12,PK,6,75,450,450,0,43.0659,258.4
08 10 2020,10:59:42,69521,10669,2,8.86E+12,PK,5,95,475,475,0,79.5,397.5
08 10 2020,11:01:56,69522,10583,2,8.86E+12,PK,8.75,68,595,595,0,55,481.25
08 10 2020,11:03:04,69523,10661,2,8.86E+12,KG,8.21,68,558.25,558.25,0,55,451.55
08 10 2020,11:21:00,69524,,,8.86E+12,PK,1,150,150,150,0,106,106
08 10 2020,11:21:01,69524,,,8.86E+12,PK,1,135,135,135,0,96,96
08 10 2020,11:37:14,69525,,,8.86E+12,PK,1,75,75,75,0,43.0659,43.07
08 10 2020,11:37:16,69525,,,8.86E+12,KG,1,135,135,135,0,106,106
08 10 2020,11:37:18,69525,,,8.86E+12,PK,1,125,125,125,0,98,98
08 10 2020,11:37:20,69525,,,8.86E+12,PK,1,18,18,18,0,9.5,9.5
08 10 2020,11:37:24,69525,,,8.86E+12,PK,1,70,70,70,0,45.1729,45.17
08 10 2020,11:37:50,69526,,,8.86E+12,PK,1,135,135,135,0,96,96
08 10 2020,11:37:50,69526,,,8.86E+12,PK,1,75,75,75,0,42,42
08 10 2020,11:39:36,69527,10518,4,2.99E+12,PK,10,111,1110,1110,0,73.5,735
08 10 2020,11:39:40,69527,10518,4,2.99E+12,PK,10,102,1020,1020,0,73.5,735
08 10 2020,11:39:43,69527,10518,4,2.99E+12,PK,10,93,930,930,0,73.5,735
08 10 2020,11:39:46,69527,10518,4,2.99E+12,PK,10,90,900,900,0,73.5,735
08 10 2020,11:39:49,69527,10518,4,2.99E+12,PK,10,87,870,870,0,73.5,735
08 10 2020,11:41:53,69528,,,2.99E+12,PK,5,93,465,465,0,73.5,367.5
08 10 2020,11:41:59,69528,,,2.99E+12,PK,30,90,2700,2700,0,73.5,2205
08 10 2020,11:42:03,69528,,,2.99E+12,PK,10,87,870,870,0,73.5,735
08 10 2020,11:43:06,69529,10614,2,2.99E+12,PK,10,111,1110,1110,0,73.5,735
08 10 2020,11:43:06,69529,10614,2,2.99E+12,PK,10,102,1020,1020,0,73.5,735
08 10 2020,11:43:09,69529,10614,2,2.99E+12,PK,10,93,930,930,0,73.5,735
08 10 2020,11:52:42,69530,10635,1,8.86E+12,PK,1,104,104,104,0,79.5,79.5
08 10 2020,11:52:42,69530,10635,1,8.86E+12,PK,2,70,140,140,0,45.1729,90.35
08 10 2020,11:53:04,69530,10635,1,8.86E+12,PK,1,150,140.19,150,9.81,107,107
08 10 2020,11:58:14,69531,10664,4,2.99E+12,PK,10,111,1110,1110,0,73.5,735
08 10 2020,11:58:21,69531,10664,4,2.99E+12,PK,10,102,1020,1020,0,73.5,735
08 10 2020,11:58:24,69531,10664,4,2.99E+12,PK,40,93,3720,3720,0,73.5,2940
08 10 2020,11:58:29,69531,10664,4,2.99E+12,PK,20,90,1800,1800,0,73.5,1470
08 10 2020,11:58:35,69531,10664,4,2.99E+12,PK,30,81,2430,2430,0,73.5,2205
08 10 2020,12:23:56,69532,,,8.86E+12,PK,2,95,190,190,0,69,138
08 10 2020,12:47:38,69533,10580,2,8.86E+12,PK,5,25,125,125,0,14,70
08 10 2020,12:47:38,69533,10580,2,8.86E+12,PK,5,50,250,250,0,30,150
08 10 2020,12:47:45,69533,10580,2,8.86E+12,PK,2.16,68,147,147,0,55,118.8
08 10 2020,12:48:52,69534,10596,2,1.83E+12,KG,4.98,90,448.25,448.25,0,81.6142,406.44
08 10 2020,12:49:29,69535,,,8.85E+12,PK,1,145,135.51,145,9.49,102.1,102.1
08 10 2020,12:50:10,69536,12420,2,8.86E+12,PK,30.26,130,3933.75,3933.75,0,106,3207.56
08 10 2020,12:50:14,69536,12420,2,8.86E+12,PK,10,80,800,800,0,69,690
08 10 2020,13:12:56,69537,10618,2,2.99E+12,PK,70,90,6300,6300,0,73.5,5145
08 10 2020,13:13:01,69537,10618,2,2.99E+12,PK,60,84,5040,5040,0,73.5,4410
08 10 2020,13:16:18,69538,10603,4,2.99E+12,PK,100,90,9000,9000,0,73.5,7350
08 10 2020,13:16:29,69538,10603,4,2.99E+12,PK,50,84,4200,4200,0,73.5,3675
08 10 2020,13:19:16,69539,,,8.86E+12,PK,1,130,130,130,0,95,95
08 10 2020,13:35:23,69540,,,8.86E+12,PK,1,104,104,104,0,79.5,79.5
08 10 2020,13:36:01,69540,,,8.86E+12,PK,1,150,150,150,0,106,106
08 10 2020,13:37:11,69541,11142,2,8.85E+12,PK,4,135,504.67,540,35.33,102.1,408.4
08 10 2020,13:37:15,69541,11142,2,8.85E+12,PK,5,115,537.38,575,37.62,83.4607,417.3
08 10 2020,13:37:22,69541,11142,2,8.85E+12,PK,6,145,813.09,870,56.91,113.6485,681.89
08 10 2020,13:51:51,69542,,,8.85E+12,PK,2,220,411.21,440,28.79,166.0297,332.06
08 10 2020,13:53:34,69542,,,8.86E+12,PK,2.06,150,309,309,0,102.0094,210.14
08 10 2020,13:54:19,69543,10625,1,8.86E+12,PK,2,440,880,880,0,383.9992,768
08 10 2020,13:54:29,69543,10625,1,8.85E+12,PK,2,220,411.21,440,28.79,166.0297,332.06
08 10 2020,13:54:32,69543,10625,1,8.85E+12,KG,2,135,252.34,270,17.66,93.057,186.11
08 10 2020,13:54:37,69543,10625,1,8.86E+12,PK,1,90,90,90,0,69,69
08 10 2020,14:21:32,69544,,,8.85E+12,KG,1,195,182.24,195,12.76,142.06,142.06
08 10 2020,14:21:34,69544,,,8.85E+12,KG,1,135,126.17,135,8.83,93.057,93.06
08 10 2020,15:17:46,69545,,,8.86E+12,KG,3,135,405,405,0,106,318
08 10 2020,15:19:17,69545,,,8.86E+12,PK,1,135,135,135,0,98,98
08 10 2020,15:19:31,69545,,,8.86E+12,PK,2,95,190,190,0,69,138
08 10 2020,15:23:18,69546,10638,1,8.86E+12,PK,30,25,750,750,0,14,420
08 10 2020,15:23:25,69546,10638,1,8.86E+12,PK,10,150,1500,1500,0,104,1040
08 10 2020,15:23:33,69546,10638,1,8.86E+12,PK,5,165,825,825,0,128,640
08 10 2020,15:25:02,69547,10597,2,8.86E+12,PK,2,95,190,190,0,79.5,159
08 10 2020,15:36:28,69548,10651,2,8.86E+12,KG,1,135,135,135,0,106,106
08 10 2020,15:48:07,69549,,,1.83E+12,KG,20,129,2580,2580,0,100.6857,2013.71
08 10 2020,15:48:15,69549,,,1.83E+12,KG,5,68,340,340,0,52.0892,260.45
08 10 2020,15:48:22,69549,,,1.83E+12,KG,10,90,900,900,0,77.18,771.8
08 10 2020,16:04:50,69550,10610,2,8.86E+12,KG,40,32,1280,1280,0,21.5,860
08 10 2020,16:39:01,69551,10633,2,8.86E+12,PK,9.03,68,614,614,0,61,550.83
08 10 2020,16:39:09,69551,10633,2,8.86E+12,PK,4.43,68,301,301,0,55,243.38
08 10 2020,16:42:38,69552,,,8.86E+12,KG,2,170,340,340,0,109,218
08 10 2020,16:42:39,69552,,,8.86E+12,PK,2,75,150,150,0,42,84
08 10 2020,16:42:41,69552,,,8.86E+12,KG,1,155,155,155,0,92,92
08 10 2020,16:59:45,69553,,,8.86E+12,PK,3,500,1500,1500,0,383.997,1151.99
08 10 2020,17:02:33,69554,,,8.86E+12,PK,2,104,208,208,0,79.5,159
08 10 2020,17:03:39,69555,,,8.86E+12,KG,2,155,310,310,0,92,184
08 10 2020,17:03:37,69555,,,8.86E+12,KG,1,170,170,170,0,109,109
08 10 2020,17:05:08,69556,10605,4,8.86E+12,PK,13,70,910,910,0,42,546
08 10 2020,17:05:53,69557,11510,2,8.86E+12,PK,9,120,1080,1080,0,98,882
08 10 2020,17:31:03,69558,,,8.85E+12,PK,1,80,74.77,80,5.23,53.27,53.27
08 10 2020,17:31:34,69558,,,8.86E+12,PK,1,75,75,75,0,42,42
08 10 2020,18:02:01,69559,,,8.86E+12,KG,1,135,135,135,0,106,106
08 10 2020,18:02:08,69559,,,8.86E+12,KG,1,140,130.84,140,9.16,117,117
08 10 2020,18:36:45,69560,,,8.86E+12,PK,3,130,390,390,0,90.1235,270.37
09 10 2020,08:23:56,69561,11510,2,8.86E+12,PK,14,120,1680,1680,0,98,1372
09 10 2020,08:24:27,69562,,,8.86E+12,PK,1,104,104,104,0,79.5,79.5
09 10 2020,09:07:52,69563,,,8.86E+12,PK,2,75,150,150,0,42.8835,85.77
09 10 2020,09:11:55,69564,10520,2,8.86E+12,PK,3,485,1455,1455,0,383.9986,1152
09 10 2020,09:12:05,69564,10520,2,8.85E+12,KG,3,185,518.69,555,36.31,142.06,426.18
09 10 2020,09:16:27,69565,,,8.85E+12,PK,1,125,116.82,125,8.18,83.2774,83.28
09 10 2020,09:25:36,69566,10580,2,8.86E+12,PK,5,50,250,250,0,30,150
09 10 2020,09:25:39,69566,10580,2,8.86E+12,PK,2.1,72,151.25,151.25,0,61,128.1
09 10 2020,09:25:52,69566,10580,2,8.86E+12,PK,2,90,180,180,0,69,138
09 10 2020,09:27:14,69567,10667,1,8.86E+12,PK,15,70,1050,1050,0,42,630
09 10 2020,09:27:14,69567,10667,1,8.86E+12,PK,5,130,650,650,0,96,480
09 10 2020,09:29:10,69568,10587,2,8.86E+12,KG,5,130,650,650,0,106,530
09 10 2020,09:29:59,69569,10504,2,8.86E+12,PK,5,50,250,250,0,30,150
09 10 2020,09:30:00,69569,10504,2,8.86E+12,PK,2,470,940,940,0,383.9992,768
09 10 2020,09:30:04,69569,10504,2,8.86E+12,PK,5,130,650,650,0,92,460
09 10 2020,09:30:12,69569,10504,2,8.86E+12,PK,3,180,504.67,540,35.33,141.12,423.36
09 10 2020,09:37:03,69570,10581,2,8.86E+12,PK,15,48,720,720,0,29,435
09 10 2020,09:37:05,69570,10581,2,8.86E+12,PK,5,130,650,650,0,92,460
09 10 2020,09:39:44,69571,10550,2,8.86E+12,KG,30.49,68,2073.25,2073.25,0,55,1676.95
09 10 2020,09:39:50,69571,10550,2,8.86E+12,PK,5,25,125,125,0,14,70
09 10 2020,09:41:14,69572,10653,2,8.86E+12,PK,3,455,1365,1365,0,383.9992,1152
09 10 2020,09:41:17,69572,10653,2,8.85E+12,KG,2,195,364.49,390,25.51,142.06,284.12
09 10 2020,09:52:54,69573,10685,4,2.99E+12,PK,20,111,2220,2220,0,73.5,1470
09 10 2020,09:52:57,69573,10685,4,2.99E+12,PK,10,102,1020,1020,0,73.5,735
09 10 2020,09:53:01,69573,10685,4,2.99E+12,PK,20,93,1860,1860,0,73.5,1470
09 10 2020,09:53:04,69573,10685,4,2.99E+12,PK,20,90,1800,1800,0,73.5,1470
09 10 2020,10:07:57,69574,10599,2,8.85E+12,PK,3,145,406.54,435,28.46,113.6485,340.95
09 10 2020,10:10:14,69575,,,8.86E+12,PK,2,46,92,92,0,28.6899,57.38
09 10 2020,10:12:17,69576,,,8.85E+12,PK,1,80,74.77,80,5.23,51.2387,51.24
09 10 2020,10:12:19,69576,,,8.85E+12,PK,1,145,135.51,145,9.49,102.1,102.1
09 10 2020,10:12:20,69576,,,8.85E+12,PK,1,135,126.17,135,8.83,91.8902,91.89
09 10 2020,10:15:06,69577,10551,2,8.86E+12,PK,5,180,841.12,900,58.88,141.12,705.6
09 10 2020,10:15:10,69577,10551,2,8.85E+12,PK,3,205,574.77,615,40.23,166.0297,498.09
09 10 2020,10:16:09,69578,10505,2,8.86E+12,PK,70,50,3500,3500,0,30,2100
09 10 2020,10:16:09,69578,10505,2,8.86E+12,PK,50,110,5500,5500,0,92,4600
09 10 2020,10:16:16,69578,10505,2,8.86E+12,PK,2,440,880,880,0,383.9995,768
09 10 2020,10:21:39,69579,10579,2,3.01E+12,KG,10,125,1250,1250,0,95,950
09 10 2020,10:26:34,69580,10674,3,8.86E+12,PK,1,75,75,75,0,42.8835,42.88
09 10 2020,10:47:22,69581,10584,2,8.86E+12,PK,18.47,68,1256,1256,0,61,1126.67
09 10 2020,10:47:23,69581,10584,2,8.86E+12,PK,1,18,18,18,0,9.5,9.5
09 10 2020,10:47:26,69581,10584,2,8.86E+12,PK,3,130,390,390,0,89.8292,269.49
09 10 2020,11:10:43,69582,,,8.86E+12,PK,1,160,160,160,0,109,109
09 10 2020,11:10:47,69582,,,8.85E+12,PK,2,80,149.53,160,10.47,51.2387,102.48
09 10 2020,11:32:41,69583,,,8.86E+12,PK,2,75,150,150,0,42,84
09 10 2020,11:32:55,69583,,,8.86E+12,PK,1,130,130,130,0,95,95
09 10 2020,11:33:07,69583,,,8.86E+12,PK,1,18,18,18,0,9.5,9.5
09 10 2020,11:50:07,69584,,,8.86E+12,PK,3,150,420.56,450,29.44,107,321
09 10 2020,11:50:34,69585,,,8.86E+12,KG,1,135,135,135,0,106,106
09 10 2020,11:51:09,69586,,,8.85E+12,PK,1,145,135.51,145,9.49,102.1,102.1
09 10 2020,11:51:45,69587,,,8.85E+12,PK,1,120,112.15,120,7.85,83.4607,83.46
09 10 2020,11:52:26,69588,,,8.86E+12,KG,1,140,130.84,140,9.16,117,117
09 10 2020,11:53:48,69589,12420,2,8.86E+12,PK,33.07,130,4299,4299,0,106,3505.42
09 10 2020,11:53:52,69589,12420,2,8.86E+12,PK,10,80,800,800,0,69,690
09 10 2020,11:55:25,69590,10575,2,8.86E+12,PK,3,68,204,204,0,53.94,161.82
09 10 2020,11:55:33,69590,10575,2,8.86E+12,PK,3,65,195,195,0,47.0441,141.13
09 10 2020,11:55:48,69590,10575,2,8.85E+12,KG,3,65,182.24,195,12.76,57.3263,171.98
09 10 2020,11:57:42,69591,10619,2,8.86E+12,KG,3,130,390,390,0,106,318
09 10 2020,11:57:46,69591,10619,2,8.86E+12,PK,1,125,125,125,0,98,98
09 10 2020,11:57:55,69591,10619,2,8.86E+12,PK,1,70,70,70,0,44.8686,44.87
09 10 2020,11:58:10,69591,10619,2,8.86E+12,PK,7.17,130,932,932,0,88,630.96
09 10 2020,12:01:00,69592,10673,2,5.99E+12,ตัว,10,72,672.9,720,47.1,61,610
09 10 2020,12:01:45,69593,10608,1,8.86E+12,PK,5,150,750,750,0,104,520
09 10 2020,12:01:45,69593,10608,1,8.86E+12,PK,5,120,600,600,0,98,490
09 10 2020,12:02:34,69594,10573,2,8.86E+12,PK,6.69,130,869.75,869.75,0,102,682.38
09 10 2020,12:02:41,69594,10573,2,8.86E+12,PK,5,115,575,575,0,92,460
09 10 2020,12:03:36,69595,10519,2,8.86E+12,PK,10,150,1500,1500,0,104,1040
09 10 2020,12:03:36,69595,10519,2,8.86E+12,PK,2,500,1000,1000,0,383.9986,768
09 10 2020,12:03:42,69595,10519,2,8.86E+12,PK,5,180,841.12,900,58.88,141.12,705.6
09 10 2020,12:05:28,69596,,,8.86E+12,PK,3.65,140,511,511,0,102,372.3
09 10 2020,12:05:33,69596,,,8.86E+12,PK,4,68,272,272,0,47.0441,188.18
09 10 2020,12:06:08,69597,,,8.86E+12,PK,2,125,250,250,0,98,196
09 10 2020,12:06:08,69597,,,8.86E+12,KG,2,135,270,270,0,106,212
09 10 2020,12:06:16,69597,,,8.86E+12,PK,1,95,95,95,0,69,69
09 10 2020,12:06:16,69597,,,8.86E+12,PK,1,135,135,135,0,96,96
09 10 2020,12:07:08,69598,10573,2,8.86E+12,PK,7.27,130,945,945,0,102,741.54
09 10 2020,12:07:11,69598,10573,2,8.86E+12,PK,1,470,470,470,0,383.9992,384
09 10 2020,12:07:59,69599,,,8.86E+12,PK,1,125,125,125,0,98,98
09 10 2020,12:08:04,69599,,,8.85E+12,PK,1,80,74.77,80,5.23,51.2387,51.24
09 10 2020,12:08:06,69599,,,8.85E+12,PK,1,145,135.51,145,9.49,102.1,102.1
09 10 2020,12:09:22,69600,10590,2,8.86E+12,PK,20,50,1000,1000,0,30,600
09 10 2020,12:09:26,69600,10590,2,8.86E+12,PK,4,120,480,480,0,98,392
09 10 2020,12:09:30,69600,10590,2,8.86E+12,ก้อน,10,4,40,40,0,2.14,21.4
09 10 2020,12:09:35,69600,10590,2,8.86E+12,PK,3,80,240,240,0,69,207
09 10 2020,12:09:42,69600,10590,2,8.86E+12,PK,1,130,130,130,0,89.8292,89.83
09 10 2020,12:10:53,69601,10650,2,8.86E+12,KG,15,160,2400,2400,0,109,1635
09 10 2020,12:10:56,69601,10650,2,8.86E+12,KG,15,150,2250,2250,0,92,1380
09 10 2020,12:23:59,69602,10659,1,8.85E+12,PK,3,115,322.43,345,22.57,83.4607,250.38
09 10 2020,12:34:45,69603,10661,2,8.86E+12,KG,9.02,68,613.25,613.25,0,55,496.1
09 10 2020,13:00:25,69604,,,8.85E+12,KG,1,135,126.17,135,8.83,93.057,93.06
09 10 2020,13:25:31,69605,,,8.86E+12,PK,1,470,470,470,0,383.9992,384
09 10 2020,13:27:37,69606,,,8.86E+12,PK,4,18,72,72,0,9.5,38
09 10 2020,13:34:49,69607,10518,4,2.99E+12,PK,10,111,1110,1110,0,73.5,735
09 10 2020,13:34:50,69607,10518,4,2.99E+12,PK,10,102,1020,1020,0,73.5,735
09 10 2020,13:34:50,69607,10518,4,2.99E+12,PK,10,93,930,930,0,73.5,735
09 10 2020,13:34:55,69607,10518,4,2.99E+12,PK,10,90,900,900,0,73.5,735
09 10 2020,13:34:58,69607,10518,4,2.99E+12,PK,10,87,870,870,0,73.5,735
09 10 2020,13:36:02,69608,,,2.99E+12,PK,10,102,1020,1020,0,73.5,735
09 10 2020,13:36:06,69608,,,2.99E+12,PK,40,93,3720,3720,0,73.5,2940
09 10 2020,13:36:10,69608,,,2.99E+12,PK,20,90,1800,1800,0,73.5,1470
09 10 2020,13:36:14,69608,,,2.99E+12,PK,10,87,870,870,0,73.5,735
09 10 2020,13:36:17,69608,,,2.99E+12,PK,30,81,2430,2430,0,73.5,2205
09 10 2020,13:37:30,69609,,,2.99E+12,PK,20,111,2220,2220,0,73.5,1470
09 10 2020,13:37:33,69609,,,2.99E+12,PK,10,102,1020,1020,0,73.5,735
09 10 2020,13:37:36,69609,,,2.99E+12,PK,30,93,2790,2790,0,73.5,2205
09 10 2020,13:37:39,69609,,,2.99E+12,PK,20,87,1740,1740,0,73.5,1470
09 10 2020,13:38:56,69610,10601,2,2.99E+12,PK,50,90,4500,4500,0,73.5,3675
09 10 2020,13:43:22,69611,,,8.86E+12,PK,1,120,120,120,0,83,83
09 10 2020,13:46:25,69612,10610,2,8.86E+12,KG,120,32,3840,3840,0,21.53,2583.6
09 10 2020,13:57:52,69613,10603,4,2.99E+12,PK,50,90,4500,4500,0,73.5,3675
09 10 2020,13:58:00,69613,10603,4,2.99E+12,PK,150,87,13050,13050,0,73.5,11025
09 10 2020,13:58:04,69613,10603,4,2.99E+12,PK,100,84,8400,8400,0,73.5,7350
09 10 2020,13:58:53,69614,10618,2,2.99E+12,PK,10,102,1020,1020,0,73.5,735
09 10 2020,13:59:03,69614,10618,2,2.99E+12,PK,20,90,1800,1800,0,73.5,1470
09 10 2020,14:00:55,69614,10618,2,2.99E+12,PK,30,87,2610,2610,0,73.5,2205
09 10 2020,14:27:27,69615,,,8.86E+12,PK,2,104,208,208,0,79.5,159
09 10 2020,14:28:48,69616,10565,2,8.86E+12,KG,5,150,750,750,0,92,460
09 10 2020,14:29:20,69616,10565,2,3.01E+12,KG,5,145,725,725,0,109,545
09 10 2020,14:30:09,69617,,,8.86E+12,PK,10.59,150,1588.5,1588.5,0,102,1080.18
09 10 2020,14:30:12,69617,,,8.86E+12,PK,1,515,515,515,0,384,384
09 10 2020,14:32:09,69618,,,8.86E+12,PK,1,440,440,440,0,383.9995,384
09 10 2020,14:35:32,69619,10527,2,8.86E+12,PK,2,500,1000,1000,0,383.9986,768
09 10 2020,14:35:38,69619,10527,2,8.85E+12,KG,1,195,182.24,195,12.76,142.06,142.06
09 10 2020,15:04:05,69620,10671,2,8.86E+12,KG,6,130,780,780,0,106,636
09 10 2020,15:03:52,69620,10671,2,8.86E+12,PK,8,120,960,960,0,98,784
